epoch,step,train_acc_step,train_loss_step
0,9,0.25,0.6967785785382148
0,19,0.5,0.6957082030712627
0,29,0.5625,0.6980587478610687
0,39,0.5,0.6992966469406383
0,49,0.53125,0.6923496367489861
0,59,0.4375,0.6979596447199583
0,69,0.4375,0.6906332477228716
0,79,0.5,0.6906600229849573
0,89,0.4375,0.694365071503853
0,99,0.5625,0.6925833289205912
0,109,0.65625,0.6967573327565333
0,119,0.53125,0.692127787937352
0,129,0.4375,0.6957822746298916
0,139,0.4375,0.6930437662849727
0,149,0.4375,0.6942072325982735
0,159,0.53125,0.6925611513197509
0,169,0.25,0.6929750456620241
0,179,0.5625,0.6941208914395247
0,189,0.5,0.6935319431249809
0,199,0.5,0.6930474895752923
0,209,0.5625,0.6935128386651854
0,219,0.4375,0.6933167087597667
0,229,0.5625,0.6933213245440584
0,239,0.53125,0.693072740748903
0,249,0.5,0.6930935299313887
0,259,0.71875,0.6932000791788369
0,269,0.53125,0.6932180533883923
0,279,0.46875,0.6932113046400445
0,289,0.3125,0.6931441576161745
0,299,0.53125,0.6931152277965822
0,309,0.5625,0.693129165880066
0,319,0.53125,0.6931090714277843
0,329,0.34375,0.6931656013264273
0,339,0.5625,0.6931349231423578
0,349,0.4375,0.6931127740618752
0,359,0.5,0.6931369905673819
0,369,0.71875,0.6931459976350425
0,379,0.5,0.6931474099179695
0,389,0.28125,0.6931496666935146
0,399,0.5,0.6931713528239787
0,409,0.46875,0.6931148447726478
0,419,0.5625,0.6931626632058681
0,429,0.625,0.6931419997308628
0,439,0.5625,0.6931366760454765
0,449,0.5,0.693135080925952
0,459,0.625,0.6931491379456587
0,469,0.375,0.693155726556844
0,479,0.40625,0.6931401434469748
0,489,0.59375,0.6931448312362553
0,499,0.5,0.6931536553879774
0,509,0.40625,0.693142077274139
0,519,0.375,0.693141869032873
0,529,0.5625,0.6931399437447534
0,539,0.4375,0.6931444702604566
0,549,0.53125,0.6931545082663652
0,569,0.4375,0.6931455717623355
0,579,0.53125,0.6931366581311345
0,589,0.4375,0.693138794536118
0,599,0.5625,0.6931499297375663
0,609,0.5,0.6931490658933089
0,619,0.625,0.6931500805864874
0,629,0.5,0.6931532480147542
0,639,0.53125,0.69314942288397
0,649,0.34375,0.6931481755467118
0,659,0.46875,0.6931451287625288
0,669,0.5625,0.693149692831455
0,679,0.28125,0.693145615776957
0,689,0.4375,0.6931482583246642
0,699,0.5625,0.6931445025430805
0,709,0.65625,0.6931464949023055
0,719,0.34375,0.6931459986749672
0,729,0.5,0.69314762132762
0,739,0.46875,0.6931460760343333
0,749,0.5625,0.693146824935118
0,759,0.59375,0.693147717224184
0,769,0.4375,0.69314703632007
0,779,0.5625,0.6931467669320152
0,789,0.4375,0.6931478014984038
0,799,0.4375,0.693146925733319
0,809,0.625,0.6931469281997347
0,819,0.65625,0.6931474796211181
0,829,0.4375,0.6931473663126786
0,839,0.4375,0.6931475272592192
0,849,0.5,0.6931471337327346
0,859,0.46875,0.6931472589047294
0,869,0.5625,0.6931471670135846
0,879,0.46875,0.6931472942105807
0,889,0.40625,0.6931471864562739
0,899,0.5625,0.6931471114369885
0,909,0.5,0.6931471994446269
0,919,0.46875,0.693147168993048
0,929,0.6875,0.6931472321415035
0,939,0.4375,0.6931473388499894
0,949,0.5625,0.6931471054433849
0,959,0.65625,0.6931470156884596
0,969,0.5625,0.6931471730389348
0,979,0.46875,0.6931472181108407
0,989,0.5625,0.6931471433896541
0,999,0.5,0.693147132359261
0,1009,0.65625,0.693147165609973
0,1019,0.53125,0.6931472289294236
0,1029,0.5,0.6931471926274568
0,1039,0.5,0.6931471019932229
0,1049,0.5,0.6931472143561533
0,1059,0.40625,0.6931471832917374
0,1069,0.5,0.6931472048791392
0,1079,0.375,0.6931471897105529
0,1089,0.40625,0.6931471550139797
0,1099,0.46875,0.6931471809284896
0,1109,0.5625,0.6931471992367171
0,1119,0.5625,0.6931471781275529
0,1129,0.375,0.69314717811239
0,1139,0.375,0.6931472018215414
0,1149,0.46875,0.693147170757413
0,1159,0.3125,0.6931471806841506
0,1169,0.6875,0.6931471972331924
0,1179,0.53125,0.6931471969862262
0,1189,0.40625,0.6931471822104198
0,1199,0.46875,0.6931471728179324
0,1209,0.65625,0.6931471753480631
0,1219,0.5625,0.6931471808157299
0,1229,0.375,0.6931471890375902
0,1239,0.375,0.6931471840664438
0,1249,0.40625,0.6931471848882085
0,1259,0.59375,0.6931471810987241
0,1269,0.40625,0.6931471791234761
0,1279,0.4375,0.6931471804023668
0,1289,0.46875,0.6931471849396686
0,1299,0.5,0.6931471786670679
0,1309,0.5625,0.6931471775409336
0,1319,0.59375,0.6931471811443566
0,1329,0.4375,0.6931471768013441
0,1339,0.625,0.6931471706321825
0,1349,0.40625,0.693147178454522
0,1359,0.46875,0.6931471824146835
0,1369,0.53125,0.6931471810026734
0,1379,0.40625,0.6931471822965538
0,1389,0.375,0.6931471810172117
0,1399,0.4375,0.6931471817335203
0,1409,0.53125,0.6931471833623741
0,1419,0.46875,0.693147182189229
0,1429,0.53125,0.6931471804910214
0,1439,0.40625,0.6931471827680069
0,1449,0.59375,0.6931471823900622
0,1459,0.46875,0.6931471828810749
0,1469,0.5,0.6931471823295543
0,1479,0.6875,0.6931471829204012
0,1489,0.5625,0.6931471825949828
0,1499,0.65625,0.6931471824524541
0,1509,0.625,0.6931471825473094
0,1519,0.46875,0.6931471824613541
0,1529,0.375,0.6931471822805548
0,1539,0.46875,0.6931471825153912
0,1549,0.34375,0.6931471822530266
0,1559,0.5,0.6931471824508179
0,1569,0.5,0.6931471824771578
0,1579,0.5,0.6931471824441541
0,1589,0.53125,0.6931471823833804
0,1599,0.53125,0.6931471823508722
0,1609,0.46875,0.6931471825002573
0,1619,0.40625,0.6931471825299387
0,1629,0.5,0.6931471824987643
0,1639,0.5625,0.6931471824569126
0,1649,0.40625,0.6931471824665623
0,1659,0.34375,0.6931471824643425
0,1669,0.5,0.6931471824620737
0,1679,0.53125,0.6931471824647428
0,1689,0.4375,0.6931471824348077
0,1699,0.53125,0.6931471824674775
0,1709,0.46875,0.6931471824630546
0,1719,0.46875,0.693147182468403
0,1729,0.4375,0.6931471824629943
0,1739,0.59375,0.6931471824541827
0,1749,0.6875,0.6931471824705143
0,1759,0.375,0.6931471824631602
0,1769,0.5,0.6931471824639273
0,1779,0.4375,0.6931471824670519
0,1789,0.5,0.6931471824613413
0,1799,0.53125,0.6931471824678583
0,1809,0.4375,0.6931471824660775
0,1819,0.625,0.6931471824627808
0,1829,0.4375,0.6931471824633739
0,1839,0.65625,0.6931471824645428
0,1849,0.5625,0.6931471824646033
0,1859,0.46875,0.6931471824650133
0,1869,0.5,0.6931471824648053
0,1879,0.59375,0.6931471824639697
0,1889,0.59375,0.6931471824648923
0,1899,0.46875,0.6931471824643709
0,1909,0.625,0.6931471824638017
0,1919,0.5625,0.6931471824644393
0,1929,0.46875,0.6931471824645041
0,1939,0.59375,0.6931471824645223
0,1949,0.4375,0.6931471824646023
0,1959,0.59375,0.6931471824645528
0,1969,0.46875,0.6931471824645409
0,1979,0.5625,0.6931471824646104
0,1989,0.40625,0.6931471824646505
0,1999,0.46875,0.6931471824645803
0,2009,0.4375,0.6931471824645483
0,2019,0.53125,0.6931471824646103
0,2029,0.625,0.6931471824646853
0,2039,0.59375,0.6931471824646178
0,2049,0.59375,0.6931471824646025
0,2059,0.4375,0.693147182464583
0,2069,0.375,0.6931471824645985
0,2079,0.40625,0.6931471824645994
0,2089,0.46875,0.6931471824645954
0,2099,0.40625,0.6931471824645978
0,2109,0.46875,0.6931471824645956
0,2119,0.5625,0.6931471824645904
0,2129,0.4375,0.6931471824645993
0,2139,0.375,0.6931471824645945
0,2149,0.59375,0.6931471824646045
0,2159,0.5,0.6931471824645983
0,2169,0.53125,0.693147182464598
0,2179,0.53125,0.6931471824646024
0,2189,0.46875,0.6931471824645974
0,2199,0.5,0.6931471824646
0,2209,0.46875,0.6931471824645989
0,2219,0.40625,0.6931471824645994
0,2229,0.4375,0.6931471824645999
0,2239,0.4375,0.6931471824645993
0,2249,0.5625,0.6931471824645997
0,2259,0.40625,0.6931471824645995
0,2269,0.59375,0.6931471824645992
0,2279,0.4375,0.6931471824645998
0,2289,0.46875,0.6931471824645997
0,2299,0.5,0.6931471824645996
0,2309,0.59375,0.6931471824645996
0,2319,0.4375,0.6931471824645996
0,2329,0.4375,0.6931471824645996
0,2339,0.46875,0.6931471824645996
0,2349,0.5,0.6931471824645995
0,2359,0.3125,0.6931471824645996
0,2369,0.53125,0.6931471824645996
0,2379,0.53125,0.6931471824645999
0,2389,0.59375,0.6931471824646005
0,2399,0.46875,0.6931471824645985
0,2409,0.5625,0.6931471824646012
0,2419,0.5,0.6931471824645995
0,2429,0.375,0.693147182464598
0,2439,0.4375,0.6931471824645982
0,2449,0.5,0.6931471824645996
0,2459,0.5,0.6931471824645975
0,2469,0.34375,0.6931471824645996
0,2479,0.5,0.693147182464602
0,2489,0.53125,0.693147182464599
0,2499,0.46875,0.6931471824646005
0,2509,0.71875,0.6931471824645992
0,2519,0.59375,0.6931471824645998
0,2529,0.59375,0.6931471824645997
0,2539,0.40625,0.6931471824645998
0,2549,0.4375,0.6931471824645994
0,2559,0.46875,0.6931471824645996
0,2569,0.5625,0.6931471824645997
0,2579,0.5,0.6931471824646
0,2589,0.4375,0.6931471824645997
0,2599,0.71875,0.6931471824645999
0,2609,0.5,0.6931471824645994
0,2619,0.5,0.6931471824645996
0,2629,0.40625,0.6931471824645996
0,2639,0.53125,0.6931471824645996
0,2649,0.59375,0.6931471824645996
0,2659,0.53125,0.6931471824645996
0,2669,0.4375,0.6931471824645996
0,2679,0.5625,0.6931471824645996
0,2689,0.5625,0.6931471824645989
0,2699,0.4375,0.6931471824646
0,2709,0.28125,0.6931471824645994
0,2719,0.5625,0.6931471824646003
0,2729,0.4375,0.6931471824645994
0,2739,0.53125,0.6931471824646028
0,2749,0.4375,0.6931471824646107
0,2769,0.5,0.6931471824646016
0,2779,0.40625,0.6931471824646043
0,2789,0.53125,0.6931471824646003
0,2799,0.5,0.6931471824646004
0,2809,0.5,0.6931471824646
0,2819,0.53125,0.6931471824645985
0,2829,0.5625,0.693147182464601
0,2839,0.53125,0.6931471824646003
0,2849,0.59375,0.6931471824645998
0,2859,0.625,0.6931471824645998
0,2869,0.53125,0.6931471824645996
0,2879,0.46875,0.6931471824645996
0,2889,0.46875,0.6931471824645996
0,2899,0.5,0.6931471824645996
0,2909,0.40625,0.6931471824645996
0,2919,0.375,0.6931471824645996
0,2929,0.53125,0.6931471824645996
0,2939,0.46875,0.6931471824645996
0,2949,0.4375,0.6931471824645996
0,2959,0.4375,0.6931471824645996
0,2969,0.4375,0.6931471824645996
0,2979,0.3125,0.6931471824645996
0,2989,0.5625,0.6931471824645996
0,2999,0.625,0.6931471824645996
0,3009,0.625,0.6931471824645996
0,3019,0.65625,0.6931471824645996
0,3029,0.59375,0.6931471824645996
0,3039,0.46875,0.6931471824645996
0,3049,0.46875,0.6931471824645996
0,3059,0.3125,0.6931471824645996
0,3069,0.59375,0.6931471824645997
0,3079,0.5625,0.6931471824645997
0,3089,0.375,0.6931471824645996
0,3099,0.65625,0.6931471824645996
0,3109,0.4375,0.6931471824645996
0,3119,0.46875,0.6931471824645996
0,3129,0.5,0.6931471824645996
0,3139,0.5,0.6931471824645996
0,3149,0.59375,0.6931471824645996
0,3159,0.5625,0.6931471824645996
0,3169,0.28125,0.6931471824645996
0,3179,0.5625,0.6931471824645996
0,3189,0.65625,0.6931471824645996
0,3199,0.46875,0.6931471824645995
0,3209,0.625,0.6931471824645996
0,3219,0.5625,0.6931471824645996
0,3229,0.46875,0.6931471824645996
0,3239,0.53125,0.6931471824645996
0,3249,0.46875,0.6931471824645998
0,3259,0.4375,0.6931471824645996
0,3269,0.4375,0.6931471824645996
0,3279,0.46875,0.6931471824645996
0,3289,0.5,0.6931471824645996
0,3299,0.4375,0.6931471824645998
0,3309,0.6875,0.6931471824645992
0,3319,0.5,0.6931471824645994
0,3329,0.5625,0.6931471824646056
0,3339,0.46875,0.6931471824645818
0,3349,0.5625,0.6931471824646256
0,3359,0.5,0.6931471824645898
0,3369,0.4375,0.6931471824645965
0,3379,0.5,0.6931471824645966
0,3389,0.5625,0.6931471824645954
0,3399,0.46875,0.6931471824645985
0,3409,0.625,0.6931471824646055
